answerKey,id,A,B,C,D,stem,Grade,subject,category
A,ACTAAP_2014_7_11,The coffee stays in motion because the stopping force acts only on the car.,The coffee stays in motion because a force from the cup holder pulls on the coffee.,The stopping force on the car causes an equal and opposite reaction from the coffee.,The stopping force causes the motion of the car to slow down and the motion of the coffee to speed up.,A teacher puts a cup of coffee into the cup holder of a car. When the car stops suddenly some of the coffee spills out of the cup. Which statement best explains why the coffee spills?,7,science,Train
C,ACTAAP_2014_7_14,cell division,self-pollination,cross-pollination,seed development,Which process in plants is most similar to sexual reproduction in vertebrates?,7,science,Train
D,ACTAAP_2014_7_7,Wind turbines can emit dangerous radiation if damaged.,Wind turbine farms must be located near large bodies of water.,Wind turbines do not produce energy until many years after being built.,Wind turbine farms require a lot of area compared to how much energy they produce.,Wind turbines are being used to generate electricity in many parts of the United States. One advantage of wind turbines is that no fossil fuels are burned. Which of the following is a disadvantage of wind turbines?,7,science,Train
D,ACTAAP_2014_7_9,mixing,settling,filtration,evaporation,Which method could be used to separate a solution of table salt and water?,7,science,Train
B,ACTAAP_2015_7_2,nervous and immune systems,nervous and muscular systems,circulatory and immune systems,circulatory and muscular systems,A reflex can protect the body from harm. Which organ systems work together to produce a reflex?,7,science,Train
C,ACTAAP_2015_7_8,A logging company deforested millions of acres in South America.,A major earthquake and tsunami changed the path of the Gulf Stream.,A major volcanic eruption released ash and sulfur gas into the atmosphere.,An increase in the use of automobiles released more carbon dioxide into the atmosphere.,"In 1783, Europe was unusually cold and foggy. The rain was acidic. Which event most likely caused the unusual climate in Europe that year?",7,science,Train
B,AIMS_2008_8_10,competitive,commensalism,mutualism,parasitism,"In a desert environment, cactus wrens often build their nests in cholla cacti to avoid predators. This behavior does not hurt the cacti. Which type of relationship do cactus wrens and cholla cacti demonstrate?",8,science,Train
C,AIMS_2008_8_14,All elements in period 2 are metals.,All elements in group 18 are metals.,Metals are found on the left side of the periodic table.,Metals are found on the right side of the periodic table.,Which sentence about the periodic table of elements is true?,8,science,Train
C,AIMS_2008_8_19,0.2 meters per second west,0.3 meters per second west,3.0 meters per second west,5.0 meters per second west,Students in Ms. Barrett's science class visited a vehicle crash-test facility. The students observed four different types of vehicles crash against a guard-rail barrier at the end of a 45-meter track as shown in the diagram below. They recorded information about each crash test in the table below. {img:images/States2017/AZ/AZ_Gr8_2008_5.png} What was the velocity (v = d/t) of vehicle 4 when it crashed into the guard rail?,8,science,Train
A,AIMS_2008_8_20,vehicle 1,vehicle 2,vehicle 3,vehicle 4,"The students were told that the net applied force from the engine was the same for each vehicle tested. Based on this information, which vehicle had the greatest acceleration (a = F/m)?",8,science,Train
B,AIMS_2008_8_5,cost of product is reduced,protection of private information,ability to track customer preferences,funds would be credited immediately,Some businesses offer customers the option to pay for merchandise using their fingerprints as identification. Which of the following would most benefit customers that use this new technology?,8,science,Train
B,LEAP_2001_8_10380,anything humans add to the atmosphere and oceans,any substance that is harmful to the environment,any substance that is a waste product of industry,a substance that does not break down over time,"Which of these best defines the term ""pollutant""?",8,science,Train
C,LEAP_2001_8_10381,Rocks on old mountains are gradually weathered away while mountain building and volcanism form new mountains.,"Once formed, rocks stay in place until rocks above them are weathered away, and they reach the surface.","As sedimentary rocks are buried deep below other rocks, they are changed by heat and pressure, eventually return to the surface, and are weathered again.",Younger sedimentary rocks are always deposited on top of older metamorphic or igneous rocks.,Which statement is the best description of what happens in the rock cycle?,8,science,Train
C,LEAP_2002_8_10388,grow taller so that the few remaining honey bees will find them.,change their flowers so that wind will fertilize them.,have always attracted many other insects as well as honey bees.,have seeds that stay alive for a long time in the environment.,"Over a long period of time, some flowering plants have become dependent on honey bees to fertilize their seeds. In recent years, a form of mite has infected and killed the honey bees in many areas of the country. Since this has happened, the once bee-dependent plants with the best chance of surviving are those that",8,science,Train
A,LEAP_2003_8_10392,Sunlight can be separated into all the colors of the rainbow.,Water reflects sunlight like a mirror to make it look colored.,Overhead black clouds reflect in puddles to cause a mirage.,Air pollution causes the sky to look colored under these conditions.,"Denise was driving east over a hill in the afternoon, shortly after a rain shower. Suddenly the sun broke through the clouds, and she saw a rainbow ahead of her. Which of the following made the rainbow possible?",8,science,Train
C,LEAP_2006_8_10413,They can be cured.,They are caused by bacteria.,They are spread to others.,They can spread only in winter.,Which of these best defines communicable diseases?,8,science,Train
A,LEAP_2008_8_10423,The ball's potential energy is changing to kinetic energy.,The ball is gaining potential energy from the hill.,The ball is rapidly losing kinetic energy as it rolls down the hill.,The ball will continue gaining kinetic energy until it stops.,"As a heavy metal ball rolls down a hill, it goes faster and faster. Which statement is true?",8,science,Train
A,LEAP_2008_8_10424,the Moon,the asteroid belt,Mars,Saturn,"In an accurate diagram of the solar system, which object would be shown closest to Earth?",8,science,Train
A,LEAP__7_10336,supply of food,type of tree,predation by carnivores,amount of suitable shelter,"In a large forest with many animals, there are only a small number of bears. Which of these most likely limits the population of bears in the forest?",7,science,Train
A,LEAP__7_10337,storing foods for longer periods of time,building ovens and other heating devices,creating medicines that cure infections,transporting living organisms without injuring them,Louis Pasteur discovered that the bacteria in a substance can be killed by heating the substance for a short period of time. Which of these practices benefited most from Pasteur's discovery?,7,science,Train
